Instrument,Action,Quantity,Price,Time,ID,E/X,Position,Order ID,Name,Commission,Rate,Account,Connection,
MNQ MAR26,Buy,1,14530.75,6/29/2022 11:05:00 AM,NT-00334-1711,Entry,1 L,NT-00356-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14157.75,6/17/2022 5:00:00 PM,NT-00333-1711,Exit,-,NT-00355-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14003.50,6/17/2022 11:05:00 AM,NT-00332-1711,Entry,1 S,NT-00354-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14407.25,6/15/2022 2:00:00 PM,NT-00331-1711,Exit,-,NT-00353-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14347.25,6/15/2022 11:15:00 AM,NT-00330-1711,Entry,1 L,NT-00352-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14196.75,6/13/2022 5:00:00 PM,NT-00329-1711,Exit,-,NT-00351-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14341.00,6/13/2022 12:45:00 PM,NT-00328-1711,Entry,1 S,NT-00350-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,15163.50,6/9/2022 5:00:00 PM,NT-00327-1711,Exit,-,NT-00349-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15434.50,6/9/2022 11:15:00 AM,NT-00326-1711,Entry,1 L,NT-00348-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15524.00,5/31/2022 5:00:00 PM,NT-00325-1711,Exit,-,NT-00346-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,15475.00,5/31/2022 11:10:00 AM,NT-00324-1711,Entry,1 S,NT-00345-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,15672.00,5/30/2022 1:00:00 PM,NT-00323-1711,Exit,-,NT-00344-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15692.75,5/30/2022 12:40:00 PM,NT-00322-1711,Entry,1 L,NT-00343-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15444.25,5/17/2022 5:00:00 PM,NT-00321-1711,Exit,-,NT-00341-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,15322.50,5/17/2022 12:05:00 PM,NT-00320-1711,Entry,1 S,NT-00340-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15986.50,5/3/2022 5:00:00 PM,NT-00319-1711,Exit,-,NT-00339-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,15958.00,5/3/2022 11:15:00 AM,NT-00318-1711,Entry,1 S,NT-00338-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,15809.50,5/2/2022 12:40:00 PM,NT-00317-1711,Exit,-,NT-00337-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15749.50,5/2/2022 11:10:00 AM,NT-00316-1711,Entry,1 L,NT-00336-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15980.00,4/28/2022 12:00:00 PM,NT-00315-1711,Exit,-,NT-00335-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16040.00,4/28/2022 11:15:00 AM,NT-00314-1711,Entry,1 S,NT-00334-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,15984.75,4/27/2022 11:20:00 AM,NT-00313-1711,Exit,-,NT-00333-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15924.75,4/27/2022 11:05:00 AM,NT-00312-1711,Entry,1 L,NT-00332-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,17277.00,4/8/2022 1:35:00 PM,NT-00311-1711,Exit,-,NT-00331-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,17337.00,4/8/2022 11:05:00 AM,NT-00310-1711,Entry,1 S,NT-00330-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,17404.50,4/7/2022 5:00:00 PM,NT-00309-1711,Exit,-,NT-00329-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,17362.50,4/7/2022 2:00:00 PM,NT-00308-1711,Entry,1 L,NT-00328-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,17684.50,4/1/2022 11:40:00 AM,NT-00307-1711,Exit,-,NT-00327-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,17749.50,4/1/2022 11:05:00 AM,NT-00306-1711,Entry,1 S,NT-00326-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,17976.00,3/30/2022 5:00:00 PM,NT-00305-1711,Exit,-,NT-00325-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,18040.50,3/30/2022 12:05:00 PM,NT-00304-1711,Entry,1 L,NT-00324-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,18092.25,3/29/2022 5:00:00 PM,NT-00303-1711,Exit,-,NT-00323-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,18008.50,3/29/2022 11:35:00 AM,NT-00302-1711,Entry,1 S,NT-00322-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,17851.75,3/28/2022 5:00:00 PM,NT-00301-1711,Exit,-,NT-00321-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,17641.00,3/28/2022 11:45:00 AM,NT-00300-1711,Entry,1 L,NT-00320-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16803.50,3/17/2022 11:35:00 AM,NT-00299-1711,Exit,-,NT-00318-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,16743.50,3/17/2022 11:10:00 AM,NT-00298-1711,Entry,1 L,NT-00317-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16573.00,3/9/2022 12:40:00 PM,NT-00297-1711,Exit,-,NT-00315-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,16512.75,3/9/2022 11:10:00 AM,NT-00296-1711,Entry,1 L,NT-00314-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,16077.75,3/8/2022 11:30:00 AM,NT-00295-1711,Exit,-,NT-00313-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16137.75,3/8/2022 11:10:00 AM,NT-00294-1711,Entry,1 S,NT-00312-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,16958.75,3/1/2022 11:40:00 AM,NT-00293-1711,Exit,-,NT-00311-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,17028.00,3/1/2022 11:10:00 AM,NT-00292-1711,Entry,1 S,NT-00310-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16789.00,2/22/2022 5:00:00 PM,NT-00291-1711,Exit,-,NT-00309-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,16817.25,2/22/2022 11:05:00 AM,NT-00290-1711,Entry,1 L,NT-00308-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,16602.25,2/21/2022 1:00:00 PM,NT-00289-1711,Exit,-,NT-00307-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16660.50,2/21/2022 11:30:00 AM,NT-00288-1711,Entry,1 S,NT-00306-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,17449.75,2/15/2022 5:00:00 PM,NT-00287-1711,Exit,-,NT-00305-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,17372.25,2/15/2022 1:25:00 PM,NT-00286-1711,Entry,1 L,NT-00304-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,17921.25,2/9/2022 5:00:00 PM,NT-00285-1711,Exit,-,NT-00303-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,17779.00,2/9/2022 12:10:00 PM,NT-00284-1711,Entry,1 S,NT-00302-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,17096.75,1/27/2022 12:10:00 PM,NT-00283-1711,Exit,-,NT-00300-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,17156.75,1/27/2022 11:10:00 AM,NT-00282-1711,Entry,1 S,NT-00299-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,17019.75,1/26/2022 5:00:00 PM,NT-00281-1711,Exit,-,NT-00298-1711,Exit on session close,$0.00,1,Backtest,,
