entry_ts,exit_ts,direction,pnl_ticks
2023-07-13 12:00:00 UTC,2023-07-13 12:16:00 UTC,short,-23.889569912848856
2023-07-17 12:00:00 UTC,2023-07-17 16:55:00 UTC,long,18.999999999998636
2023-07-18 12:00:00 UTC,2023-07-18 16:55:00 UTC,long,50.99999999999909
2023-07-19 12:00:00 UTC,2023-07-19 12:40:00 UTC,short,-18.416587909291593
2023-07-20 12:00:00 UTC,2023-07-20 16:55:00 UTC,short,20.0
2023-07-24 12:00:00 UTC,2023-07-24 16:55:00 UTC,short,55.0
2023-07-25 12:00:00 UTC,2023-07-25 12:56:00 UTC,long,0.0
2023-07-26 12:00:00 UTC,2023-07-26 12:32:00 UTC,long,-17.431922903699615
2023-07-27 12:00:00 UTC,2023-07-27 16:55:00 UTC,short,57.000000000000455
2023-07-28 12:00:00 UTC,2023-07-28 16:55:00 UTC,long,12.999999999999545
2023-07-31 12:00:00 UTC,2023-07-31 16:55:00 UTC,long,-42.000000000000455
2023-08-01 12:00:00 UTC,2023-08-01 16:55:00 UTC,short,-14.00000000000091
2023-08-02 12:00:00 UTC,2023-08-02 12:32:00 UTC,short,67.69806904333564
2023-08-07 12:00:00 UTC,2023-08-07 16:55:00 UTC,short,4.0000000000009095
2023-08-09 12:00:00 UTC,2023-08-09 12:08:00 UTC,short,46.16303015860467
2023-08-14 12:00:00 UTC,2023-08-14 16:55:00 UTC,long,-46.99999999999818
2023-08-16 12:56:00 UTC,2023-08-16 16:55:00 UTC,short,60.99999999999909
2023-08-17 12:00:00 UTC,2023-08-17 12:08:00 UTC,short,75.16176663778651
2023-08-18 12:48:00 UTC,2023-08-18 16:55:00 UTC,short,-6.999999999998181
2023-08-21 12:00:00 UTC,2023-08-21 12:48:00 UTC,short,0.0
2023-08-22 12:00:00 UTC,2023-08-22 12:32:00 UTC,long,-16.92996276219901
2023-08-23 12:00:00 UTC,2023-08-23 12:32:00 UTC,long,62.50318098506341
2023-08-24 12:00:00 UTC,2023-08-24 16:55:00 UTC,long,2.9999999999995453
2023-08-25 12:00:00 UTC,2023-08-25 16:55:00 UTC,short,-24.00000000000091
2023-08-28 12:00:00 UTC,2023-08-28 12:08:00 UTC,long,70.0
2023-08-29 12:00:00 UTC,2023-08-29 12:08:00 UTC,long,172.00000000000045
2023-09-01 12:00:00 UTC,2023-09-01 16:55:00 UTC,short,48.999999999998636
2023-09-05 12:00:00 UTC,2023-09-05 16:55:00 UTC,short,20.0
2023-09-06 12:00:00 UTC,2023-09-06 12:48:00 UTC,short,0.0
2023-09-08 12:00:00 UTC,2023-09-08 16:55:00 UTC,short,0.0
2023-09-11 12:00:00 UTC,2023-09-11 16:55:00 UTC,short,41.000000000001364
2023-09-12 12:00:00 UTC,2023-09-12 16:55:00 UTC,long,7.999999999999545
2023-09-14 12:00:00 UTC,2023-09-14 16:55:00 UTC,long,17.000000000000455
2023-09-15 12:08:00 UTC,2023-09-15 12:24:00 UTC,long,-20.064093728219632
2023-09-18 12:00:00 UTC,2023-09-18 12:08:00 UTC,long,-14.547630967804253
2023-09-19 12:32:00 UTC,2023-09-19 16:55:00 UTC,short,3.000000000001819
2023-09-20 12:00:00 UTC,2023-09-20 12:08:00 UTC,long,62.999999999999545
2023-09-21 12:24:00 UTC,2023-09-21 16:55:00 UTC,long,10.0
2023-09-25 12:00:00 UTC,2023-09-25 12:08:00 UTC,short,33.58412847202089
2023-09-26 12:00:00 UTC,2023-09-26 16:55:00 UTC,short,27.999999999999545
2023-09-27 12:00:00 UTC,2023-09-27 12:08:00 UTC,short,70.0
2023-09-28 12:00:00 UTC,2023-09-28 12:08:00 UTC,short,71.00000000000136
2023-09-29 12:00:00 UTC,2023-09-29 12:08:00 UTC,short,184.0000000000009
2023-10-02 12:00:00 UTC,2023-10-02 16:55:00 UTC,short,40.0
2023-10-03 12:32:00 UTC,2023-10-03 12:40:00 UTC,long,-18.988089614986166
2023-10-04 12:56:00 UTC,2023-10-04 16:55:00 UTC,short,-4.0000000000009095
2023-10-06 12:00:00 UTC,2023-10-06 16:55:00 UTC,long,40.0
2023-10-09 12:00:00 UTC,2023-10-09 16:55:00 UTC,long,116.00000000000136
2023-10-10 12:00:00 UTC,2023-10-10 12:16:00 UTC,long,0.0
2023-10-11 12:08:00 UTC,2023-10-11 12:56:00 UTC,long,-22.1477576013217
2023-10-12 12:00:00 UTC,2023-10-12 16:55:00 UTC,short,49.00000000000091
2023-10-13 12:00:00 UTC,2023-10-13 12:56:00 UTC,long,123.03980428744126
2023-10-16 12:00:00 UTC,2023-10-16 16:55:00 UTC,long,-5.0
2023-10-18 12:00:00 UTC,2023-10-18 12:24:00 UTC,short,-30.2131216436851
2023-10-19 12:00:00 UTC,2023-10-19 12:24:00 UTC,long,0.0
