instrument,contracts,direction,entry_ts_et,exit_ts_et,hold_minutes,entry_price,exit_price,entry_trigger,exit_reason,pnl_ticks,pnl_usd
MNQ,4,short,2025-03-26 11:00:00,2025-03-26 16:55:00,355.0,20358.25,20084.75,20358.25,close_all_flatten,1094.0,2188.0
YM,1,long,2025-03-26 11:00:00,2025-03-26 16:55:00,355.0,43017.0,42702.0,43017.0,close_all_flatten,-315.0,-1575.0
YM,1,long,2025-03-26 11:15:00,2025-03-26 16:55:00,340.0,43017.0,42702.0,43017.0,close_all_flatten,-315.0,-1575.0
MGC,5,short,2025-03-26 12:00:00,2025-03-26 16:55:00,295.0,3025.5,3026.5,3025.5,close_all_flatten,-10.0,-50.0
MNQ,4,long,2025-03-27 11:00:00,2025-03-27 11:05:00,5.0,20079.75,20172.5,20079.75,profit_target,371.0,742.0
YM,1,long,2025-03-27 11:10:00,2025-03-27 11:15:00,5.0,42804.0,42779.0,42804.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-03-27 11:35:00,2025-03-27 11:40:00,5.0,20079.75,20059.75,20079.75,stop_loss,-80.0,-160.0
YM,1,short,2025-03-27 11:30:00,2025-03-27 11:50:00,20.0,42669.0,42629.0,42669.0,stop_loss,40.0,200.0
MNQ,4,long,2025-03-27 11:00:00,2025-03-27 16:55:00,355.0,20079.75,20008.25,20079.75,close_all_flatten,-286.0,-572.0
YM,1,long,2025-03-27 11:10:00,2025-03-27 16:55:00,345.0,42804.0,42627.0,42804.0,close_all_flatten,-177.0,-885.0
YM,1,short,2025-03-27 11:30:00,2025-03-27 16:55:00,325.0,42669.0,42627.0,42669.0,close_all_flatten,42.0,210.0
MNQ,4,long,2025-03-27 11:35:00,2025-03-27 16:55:00,320.0,20079.75,20008.25,20079.75,close_all_flatten,-286.0,-572.0
MGC,5,long,2025-03-27 12:00:00,2025-03-27 16:55:00,295.0,3092.4,3098.8,3092.4,close_all_flatten,64.00000000000091,320.00000000000455
MNQ,4,short,2025-03-28 11:00:00,2025-03-28 11:05:00,5.0,19845.25,19561.0,19845.25,profit_target,1137.0,2274.0
YM,1,short,2025-03-28 11:00:00,2025-03-28 11:05:00,5.0,42433.0,41998.0,42433.0,profit_target,435.0,2175.0
MNQ,4,short,2025-03-28 11:00:00,2025-03-28 16:55:00,355.0,19845.25,19372.0,19845.25,close_all_flatten,1893.0,3786.0
YM,1,short,2025-03-28 11:00:00,2025-03-28 16:55:00,355.0,42433.0,41724.0,42433.0,close_all_flatten,709.0,3545.0
MGC,5,long,2025-03-28 12:00:00,2025-03-28 16:55:00,295.0,3117.5,3117.9,3117.5,close_all_flatten,4.0000000000009095,20.000000000004547
MNQ,4,long,2025-03-31 11:00:00,2025-03-31 11:05:00,5.0,19094.75,19157.75,19094.75,profit_target,252.0,504.0
YM,1,long,2025-03-31 11:00:00,2025-03-31 11:05:00,5.0,41627.0,41896.0,41627.0,profit_target,269.0,1345.0
MNQ,4,long,2025-03-31 11:00:00,2025-03-31 16:55:00,355.0,19094.75,19415.25,19094.75,close_all_flatten,1282.0,2564.0
YM,1,long,2025-03-31 11:00:00,2025-03-31 16:55:00,355.0,41627.0,42224.0,41627.0,close_all_flatten,597.0,2985.0
MNQ,4,long,2025-04-01 11:00:00,2025-04-01 11:05:00,5.0,19463.0,19523.0,19463.0,profit_target,240.0,480.0
YM,1,long,2025-04-01 11:00:00,2025-04-01 11:05:00,5.0,42160.0,42237.0,42160.0,profit_target,77.0,385.0
MNQ,4,long,2025-04-01 11:00:00,2025-04-01 16:55:00,355.0,19463.0,19601.5,19463.0,close_all_flatten,554.0,1108.0
YM,1,long,2025-04-01 11:00:00,2025-04-01 16:55:00,355.0,42160.0,42233.0,42160.0,close_all_flatten,73.0,365.0
MGC,5,short,2025-04-01 12:00:00,2025-04-01 16:55:00,295.0,3156.7,3148.6,3156.7,close_all_flatten,80.99999999999909,404.99999999999545
YM,1,long,2025-04-02 11:00:00,2025-04-02 11:05:00,5.0,41977.0,42350.0,41977.0,profit_target,373.0,1865.0
MNQ,4,long,2025-04-02 11:00:00,2025-04-02 11:20:00,20.0,19581.0,19641.0,19581.0,profit_target,240.0,480.0
MNQ,4,long,2025-04-02 11:00:00,2025-04-02 16:55:00,355.0,19581.0,19203.5,19581.0,close_all_flatten,-1510.0,-3020.0
YM,1,long,2025-04-02 11:00:00,2025-04-02 16:55:00,355.0,41977.0,42024.0,41977.0,close_all_flatten,47.0,235.0
MGC,5,long,2025-04-02 12:08:00,2025-04-02 16:55:00,287.0,3170.7,3191.3,3170.7,close_all_flatten,206.00000000000364,1030.0000000000182
MNQ,4,short,2025-04-03 11:00:00,2025-04-03 11:05:00,5.0,18939.5,18781.75,18939.5,profit_target,631.0,1262.0
YM,1,short,2025-04-03 11:00:00,2025-04-03 11:05:00,5.0,41159.0,40916.0,41159.0,profit_target,243.0,1215.0
YM,1,short,2025-04-03 11:40:00,2025-04-03 11:45:00,5.0,41159.0,41084.0,41159.0,profit_target,75.0,375.0
MNQ,4,short,2025-04-03 12:10:00,2025-04-03 12:15:00,5.0,18939.5,18959.5,18939.5,stop_loss,-80.0,-160.0
MNQ,4,short,2025-04-03 11:00:00,2025-04-03 16:55:00,355.0,18939.5,18650.5,18939.5,close_all_flatten,1156.0,2312.0
YM,1,short,2025-04-03 11:00:00,2025-04-03 16:55:00,355.0,41159.0,40684.0,41159.0,close_all_flatten,475.0,2375.0
YM,1,short,2025-04-03 11:40:00,2025-04-03 16:55:00,315.0,41159.0,40684.0,41159.0,close_all_flatten,475.0,2375.0
MGC,5,long,2025-04-03 12:00:00,2025-04-03 16:55:00,295.0,3096.1,3136.7,3096.1,close_all_flatten,405.9999999999991,2029.9999999999955
MNQ,4,short,2025-04-03 12:10:00,2025-04-03 16:55:00,285.0,18939.5,18650.5,18939.5,close_all_flatten,1156.0,2312.0
MNQ,4,short,2025-04-04 11:00:00,2025-04-04 11:05:00,5.0,18005.0,18025.0,18005.0,stop_loss,-80.0,-160.0
YM,1,short,2025-04-04 11:00:00,2025-04-04 11:05:00,5.0,39614.0,39639.0,39614.0,stop_loss,-25.0,-125.0
MNQ,4,short,2025-04-04 11:25:00,2025-04-04 11:30:00,5.0,18005.0,17941.5,18005.0,profit_target,254.0,508.0
YM,1,short,2025-04-04 11:25:00,2025-04-04 11:30:00,5.0,39614.0,39377.0,39614.0,profit_target,237.0,1185.0
MNQ,4,short,2025-04-04 11:00:00,2025-04-04 16:55:00,355.0,18005.0,17497.5,18005.0,close_all_flatten,2030.0,4060.0
YM,1,short,2025-04-04 11:00:00,2025-04-04 16:55:00,355.0,39614.0,38462.0,39614.0,close_all_flatten,1152.0,5760.0
MNQ,4,short,2025-04-04 11:25:00,2025-04-04 16:55:00,330.0,18005.0,17497.5,18005.0,close_all_flatten,2030.0,4060.0
YM,1,short,2025-04-04 11:25:00,2025-04-04 16:55:00,330.0,39614.0,38462.0,39614.0,close_all_flatten,1152.0,5760.0
MGC,5,short,2025-04-04 12:00:00,2025-04-04 16:55:00,295.0,3080.6,3055.9,3080.6,close_all_flatten,246.99999999999818,1234.999999999991
MNQ,4,long,2025-04-07 11:00:00,2025-04-07 11:05:00,5.0,17125.25,17723.5,17125.25,profit_target,2393.0,4786.0
YM,1,long,2025-04-07 11:00:00,2025-04-07 11:05:00,5.0,37851.0,38387.0,37851.0,profit_target,536.0,2680.0
YM,1,long,2025-04-07 11:20:00,2025-04-07 11:25:00,5.0,37851.0,37826.0,37851.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-04-07 11:00:00,2025-04-07 16:55:00,355.0,17125.25,17634.75,17125.25,close_all_flatten,2038.0,4076.0
YM,1,long,2025-04-07 11:00:00,2025-04-07 16:55:00,355.0,37851.0,38454.0,37851.0,close_all_flatten,603.0,3015.0
YM,1,long,2025-04-07 11:20:00,2025-04-07 16:55:00,335.0,37851.0,38454.0,37851.0,close_all_flatten,603.0,3015.0
MGC,5,short,2025-04-07 12:00:00,2025-04-07 16:55:00,295.0,3024.0,2999.3,3024.0,close_all_flatten,246.99999999999818,1234.999999999991
YM,1,short,2025-04-08 11:00:00,2025-04-08 11:05:00,5.0,39172.0,39097.0,39172.0,profit_target,75.0,375.0
MNQ,4,short,2025-04-08 11:10:00,2025-04-08 11:15:00,5.0,18058.75,17998.75,18058.75,profit_target,240.0,480.0
MNQ,4,short,2025-04-08 11:35:00,2025-04-08 11:40:00,5.0,18058.75,18078.75,18058.75,stop_loss,-80.0,-160.0
YM,1,short,2025-04-08 11:35:00,2025-04-08 11:40:00,5.0,39172.0,39197.0,39172.0,stop_loss,-25.0,-125.0
YM,1,short,2025-04-08 11:00:00,2025-04-08 16:55:00,355.0,39172.0,37755.0,39172.0,close_all_flatten,1417.0,7085.0
MNQ,4,short,2025-04-08 11:10:00,2025-04-08 16:55:00,345.0,18058.75,17216.25,18058.75,close_all_flatten,3370.0,6740.0
MNQ,4,short,2025-04-08 11:35:00,2025-04-08 16:55:00,320.0,18058.75,17216.25,18058.75,close_all_flatten,3370.0,6740.0
YM,1,short,2025-04-08 11:35:00,2025-04-08 16:55:00,320.0,39172.0,37755.0,39172.0,close_all_flatten,1417.0,7085.0
MGC,5,short,2025-04-08 12:00:00,2025-04-08 16:55:00,295.0,3017.2,2998.2,3017.2,close_all_flatten,190.0,950.0
MNQ,4,short,2025-04-09 11:00:00,2025-04-09 11:05:00,5.0,17232.5,17252.5,17232.5,stop_loss,-80.0,-160.0
YM,1,long,2025-04-09 11:00:00,2025-04-09 11:05:00,5.0,37644.0,37719.0,37644.0,profit_target,75.0,375.0
MNQ,4,short,2025-04-09 11:00:00,2025-04-09 16:55:00,355.0,17232.5,19335.25,17232.5,close_all_flatten,-8411.0,-16822.0
YM,1,long,2025-04-09 11:00:00,2025-04-09 16:55:00,355.0,37644.0,40988.0,37644.0,close_all_flatten,3344.0,16720.0
MGC,5,long,2025-04-09 12:00:00,2025-04-09 16:55:00,295.0,3094.5,3097.2,3094.5,close_all_flatten,26.99999999999818,134.9999999999909
MNQ,4,long,2025-04-09 12:55:00,2025-04-09 16:55:00,240.0,17554.5,19335.25,17554.5,close_all_flatten,7123.0,14246.0
MNQ,4,short,2025-04-10 11:00:00,2025-04-10 11:05:00,5.0,18679.25,18594.75,18679.25,profit_target,338.0,676.0
YM,1,short,2025-04-10 11:00:00,2025-04-10 11:05:00,5.0,40151.0,39764.0,40151.0,profit_target,387.0,1935.0
MNQ,4,short,2025-04-10 11:00:00,2025-04-10 16:55:00,355.0,18679.25,18493.5,18679.25,close_all_flatten,743.0,1486.0
YM,1,short,2025-04-10 11:00:00,2025-04-10 16:55:00,355.0,40151.0,39774.0,40151.0,close_all_flatten,377.0,1885.0
MGC,5,long,2025-04-10 12:00:00,2025-04-10 16:55:00,295.0,3156.2,3193.5,3156.2,close_all_flatten,373.0000000000018,1865.000000000009
YM,1,long,2025-04-11 11:00:00,2025-04-11 11:05:00,5.0,39904.0,39879.0,39904.0,stop_loss,-25.0,-125.0
MNQ,4,short,2025-04-11 11:05:00,2025-04-11 11:10:00,5.0,18372.75,18392.75,18372.75,stop_loss,-80.0,-160.0
YM,1,short,2025-04-11 11:15:00,2025-04-11 11:20:00,5.0,39535.0,39560.0,39535.0,stop_loss,-25.0,-125.0
MNQ,4,short,2025-04-11 11:20:00,2025-04-11 11:25:00,5.0,18372.75,18392.75,18372.75,stop_loss,-80.0,-160.0
YM,1,long,2025-04-11 11:00:00,2025-04-11 16:55:00,355.0,39904.0,40440.0,39904.0,close_all_flatten,536.0,2680.0
MNQ,4,short,2025-04-11 11:05:00,2025-04-11 16:55:00,350.0,18372.75,18822.25,18372.75,close_all_flatten,-1798.0,-3596.0
YM,1,short,2025-04-11 11:15:00,2025-04-11 16:55:00,340.0,39535.0,40440.0,39535.0,close_all_flatten,-905.0,-4525.0
MNQ,4,short,2025-04-11 11:20:00,2025-04-11 16:55:00,335.0,18372.75,18822.25,18372.75,close_all_flatten,-1798.0,-3596.0
MGC,5,short,2025-04-11 12:48:00,2025-04-11 16:55:00,247.0,3243.8,3256.4,3243.8,close_all_flatten,-125.99999999999909,-629.9999999999955
YM,1,short,2025-04-14 11:00:00,2025-04-14 11:10:00,10.0,40845.0,40805.0,40845.0,stop_loss,40.0,200.0
MNQ,4,short,2025-04-14 11:25:00,2025-04-14 11:30:00,5.0,18987.25,18927.25,18987.25,profit_target,240.0,480.0
YM,1,short,2025-04-14 11:00:00,2025-04-14 16:55:00,355.0,40845.0,40669.0,40845.0,close_all_flatten,176.0,880.0
MNQ,4,short,2025-04-14 11:25:00,2025-04-14 16:55:00,330.0,18987.25,18906.25,18987.25,close_all_flatten,324.0,648.0
YM,1,long,2025-04-15 11:00:00,2025-04-15 11:05:00,5.0,40787.0,40885.0,40787.0,profit_target,98.0,490.0
YM,1,long,2025-04-15 11:25:00,2025-04-15 11:30:00,5.0,40787.0,40862.0,40787.0,profit_target,75.0,375.0
YM,1,long,2025-04-15 11:00:00,2025-04-15 16:55:00,355.0,40787.0,40535.0,40787.0,close_all_flatten,-252.0,-1260.0
YM,1,long,2025-04-15 11:25:00,2025-04-15 16:55:00,330.0,40787.0,40535.0,40787.0,close_all_flatten,-252.0,-1260.0
MNQ,4,short,2025-04-15 12:55:00,2025-04-15 16:55:00,240.0,18972.5,18936.25,18972.5,close_all_flatten,145.0,290.0
YM,1,long,2025-04-16 11:00:00,2025-04-16 11:05:00,5.0,40485.0,40460.0,40485.0,stop_loss,-25.0,-125.0
YM,1,long,2025-04-16 11:15:00,2025-04-16 11:20:00,5.0,40485.0,40460.0,40485.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-04-16 11:20:00,2025-04-16 11:40:00,20.0,18680.0,18660.0,18680.0,stop_loss,-80.0,-160.0
YM,1,long,2025-04-16 11:00:00,2025-04-16 16:55:00,355.0,40485.0,39848.0,40485.0,close_all_flatten,-637.0,-3185.0
YM,1,long,2025-04-16 11:15:00,2025-04-16 16:55:00,340.0,40485.0,39848.0,40485.0,close_all_flatten,-637.0,-3185.0
MNQ,4,long,2025-04-16 11:20:00,2025-04-16 16:55:00,335.0,18680.0,18357.25,18680.0,close_all_flatten,-1291.0,-2582.0
MGC,5,long,2025-04-16 12:00:00,2025-04-16 16:55:00,295.0,3329.4,3356.9,3329.4,close_all_flatten,275.0,1375.0
MNQ,4,short,2025-04-17 11:00:00,2025-04-17 11:05:00,5.0,18375.75,18395.75,18375.75,stop_loss,-80.0,-160.0
YM,1,short,2025-04-17 11:00:00,2025-04-17 11:05:00,5.0,39282.0,39307.0,39282.0,stop_loss,-25.0,-125.0
MNQ,4,short,2025-04-17 11:20:00,2025-04-17 11:35:00,15.0,18375.75,18395.75,18375.75,stop_loss,-80.0,-160.0
YM,1,long,2025-04-17 12:15:00,2025-04-17 12:25:00,10.0,39473.0,39498.0,39473.0,stop_loss,25.0,125.0
MGC,5,short,2025-04-17 12:00:00,2025-04-17 12:32:00,32.0,3331.3,3326.3,3331.3,stop_loss,50.0,250.0
MNQ,4,short,2025-04-17 11:00:00,2025-04-17 16:55:00,355.0,18375.75,18435.5,18375.75,close_all_flatten,-239.0,-478.0
YM,1,short,2025-04-17 11:00:00,2025-04-17 16:55:00,355.0,39282.0,39392.0,39282.0,close_all_flatten,-110.0,-550.0
MNQ,4,short,2025-04-17 11:20:00,2025-04-17 16:55:00,335.0,18375.75,18435.5,18375.75,close_all_flatten,-239.0,-478.0
MGC,5,short,2025-04-17 12:00:00,2025-04-17 16:55:00,295.0,3331.3,3341.8,3331.3,close_all_flatten,-105.0,-525.0
YM,1,long,2025-04-17 12:15:00,2025-04-17 16:55:00,280.0,39473.0,39392.0,39473.0,close_all_flatten,-81.0,-405.0
MNQ,4,short,2025-04-21 11:00:00,2025-04-21 11:05:00,5.0,18044.75,17918.25,18044.75,profit_target,506.0,1012.0
YM,1,short,2025-04-21 11:00:00,2025-04-21 11:05:00,5.0,38950.0,38412.0,38950.0,profit_target,538.0,2690.0
MNQ,4,short,2025-04-21 11:00:00,2025-04-21 16:55:00,355.0,18044.75,17909.25,18044.75,close_all_flatten,542.0,1084.0
YM,1,short,2025-04-21 11:00:00,2025-04-21 16:55:00,355.0,38950.0,38296.0,38950.0,close_all_flatten,654.0,3270.0
MNQ,4,long,2025-04-22 11:00:00,2025-04-22 11:05:00,5.0,18248.75,18360.0,18248.75,profit_target,445.0,890.0
YM,1,long,2025-04-22 11:00:00,2025-04-22 11:05:00,5.0,38804.0,39143.0,38804.0,profit_target,339.0,1695.0
MNQ,4,long,2025-04-22 11:00:00,2025-04-22 16:55:00,355.0,18248.75,18352.75,18248.75,close_all_flatten,416.0,832.0
YM,1,long,2025-04-22 11:00:00,2025-04-22 16:55:00,355.0,38804.0,39371.0,38804.0,close_all_flatten,567.0,2835.0
MGC,5,short,2025-04-22 12:00:00,2025-04-22 16:55:00,295.0,3429.8,3392.3,3429.8,close_all_flatten,375.0,1875.0
YM,1,long,2025-04-23 11:00:00,2025-04-23 11:05:00,5.0,40167.0,40326.0,40167.0,profit_target,159.0,795.0
MNQ,4,short,2025-04-23 11:20:00,2025-04-23 11:25:00,5.0,18916.0,18936.0,18916.0,stop_loss,-80.0,-160.0
YM,1,long,2025-04-23 11:20:00,2025-04-23 11:25:00,5.0,40167.0,40142.0,40167.0,stop_loss,-25.0,-125.0
MNQ,4,short,2025-04-23 11:35:00,2025-04-23 11:40:00,5.0,18916.0,18936.0,18916.0,stop_loss,-80.0,-160.0
YM,1,long,2025-04-23 11:00:00,2025-04-23 16:55:00,355.0,40167.0,39807.0,40167.0,close_all_flatten,-360.0,-1800.0
MNQ,4,short,2025-04-23 11:20:00,2025-04-23 16:55:00,335.0,18916.0,18865.0,18916.0,close_all_flatten,204.0,408.0
YM,1,long,2025-04-23 11:20:00,2025-04-23 16:55:00,335.0,40167.0,39807.0,40167.0,close_all_flatten,-360.0,-1800.0
MNQ,4,short,2025-04-23 11:35:00,2025-04-23 16:55:00,320.0,18916.0,18865.0,18916.0,close_all_flatten,204.0,408.0
MGC,5,short,2025-04-23 12:00:00,2025-04-23 16:55:00,295.0,3303.9,3302.0,3303.9,close_all_flatten,19.00000000000091,95.00000000000455
MNQ,4,long,2025-04-24 11:00:00,2025-04-24 11:05:00,5.0,19014.25,19159.25,19014.25,profit_target,580.0,1160.0
YM,1,long,2025-04-24 11:00:00,2025-04-24 11:05:00,5.0,39731.0,40038.0,39731.0,profit_target,307.0,1535.0
MNQ,4,long,2025-04-24 11:00:00,2025-04-24 16:55:00,355.0,19014.25,19357.0,19014.25,close_all_flatten,1371.0,2742.0
YM,1,long,2025-04-24 11:00:00,2025-04-24 16:55:00,355.0,39731.0,40266.0,39731.0,close_all_flatten,535.0,2675.0
YM,1,short,2025-04-25 11:00:00,2025-04-25 11:05:00,5.0,40045.0,40070.0,40045.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-04-25 11:05:00,2025-04-25 11:15:00,10.0,19364.25,19344.25,19364.25,stop_loss,-80.0,-160.0
YM,1,short,2025-04-25 11:15:00,2025-04-25 11:20:00,5.0,40045.0,40070.0,40045.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-04-25 11:25:00,2025-04-25 11:30:00,5.0,19364.25,19344.25,19364.25,stop_loss,-80.0,-160.0
YM,1,short,2025-04-25 11:00:00,2025-04-25 16:55:00,355.0,40045.0,40271.0,40045.0,close_all_flatten,-226.0,-1130.0
MNQ,4,long,2025-04-25 11:05:00,2025-04-25 16:55:00,350.0,19364.25,19550.0,19364.25,close_all_flatten,743.0,1486.0
YM,1,short,2025-04-25 11:15:00,2025-04-25 16:55:00,340.0,40045.0,40271.0,40045.0,close_all_flatten,-226.0,-1130.0
MNQ,4,long,2025-04-25 11:25:00,2025-04-25 16:55:00,330.0,19364.25,19550.0,19364.25,close_all_flatten,743.0,1486.0
MNQ,4,short,2025-04-28 11:00:00,2025-04-28 11:05:00,5.0,19482.25,19422.25,19482.25,profit_target,240.0,480.0
YM,1,long,2025-04-28 11:00:00,2025-04-28 11:05:00,5.0,40399.0,40374.0,40399.0,stop_loss,-25.0,-125.0
YM,1,short,2025-04-28 11:20:00,2025-04-28 11:25:00,5.0,40284.0,40209.0,40284.0,profit_target,75.0,375.0
MGC,5,long,2025-04-28 12:00:00,2025-04-28 12:08:00,8.0,3314.1,3348.8999999999996,3314.1,profit_target,347.99999999999727,1739.9999999999864
MNQ,4,short,2025-04-28 11:00:00,2025-04-28 16:55:00,355.0,19482.25,19481.25,19482.25,close_all_flatten,4.0,8.0
YM,1,long,2025-04-28 11:00:00,2025-04-28 16:55:00,355.0,40399.0,40338.0,40399.0,close_all_flatten,-61.0,-305.0
YM,1,short,2025-04-28 11:20:00,2025-04-28 16:55:00,335.0,40284.0,40338.0,40284.0,close_all_flatten,-54.0,-270.0
MGC,5,long,2025-04-28 12:00:00,2025-04-28 16:55:00,295.0,3314.1,3354.5,3314.1,close_all_flatten,404.0000000000009,2020.0000000000045
YM,1,long,2025-04-29 11:00:00,2025-04-29 11:05:00,5.0,40445.0,40589.0,40445.0,profit_target,144.0,720.0
MNQ,4,long,2025-04-29 11:00:00,2025-04-29 11:15:00,15.0,19546.5,19526.5,19546.5,stop_loss,-80.0,-160.0
MNQ,4,long,2025-04-29 11:25:00,2025-04-29 11:30:00,5.0,19546.5,19526.5,19546.5,stop_loss,-80.0,-160.0
MNQ,4,long,2025-04-29 11:00:00,2025-04-29 16:55:00,355.0,19546.5,19610.0,19546.5,close_all_flatten,254.0,508.0
YM,1,long,2025-04-29 11:00:00,2025-04-29 16:55:00,355.0,40445.0,40741.0,40445.0,close_all_flatten,296.0,1480.0
MNQ,4,long,2025-04-29 11:25:00,2025-04-29 16:55:00,330.0,19546.5,19610.0,19546.5,close_all_flatten,254.0,508.0
MGC,5,long,2025-04-29 12:24:00,2025-04-29 16:55:00,271.0,3330.8,3327.5,3330.8,close_all_flatten,-33.00000000000182,-165.0000000000091
MNQ,4,long,2025-04-30 11:00:00,2025-04-30 11:05:00,5.0,19304.0,19364.25,19304.0,profit_target,241.0,482.0
YM,1,long,2025-04-30 11:10:00,2025-04-30 11:15:00,5.0,40379.0,40354.0,40379.0,stop_loss,-25.0,-125.0
YM,1,long,2025-04-30 11:25:00,2025-04-30 11:35:00,10.0,40379.0,40394.0,40379.0,stop_loss,15.0,75.0
MNQ,4,long,2025-04-30 11:00:00,2025-04-30 16:55:00,355.0,19304.0,19862.0,19304.0,close_all_flatten,2232.0,4464.0
YM,1,long,2025-04-30 11:10:00,2025-04-30 16:55:00,345.0,40379.0,40863.0,40379.0,close_all_flatten,484.0,2420.0
YM,1,long,2025-04-30 11:25:00,2025-04-30 16:55:00,330.0,40379.0,40863.0,40379.0,close_all_flatten,484.0,2420.0
MGC,5,long,2025-04-30 12:00:00,2025-04-30 16:55:00,295.0,3322.2,3300.5,3322.2,close_all_flatten,-216.99999999999818,-1084.999999999991
MNQ,4,long,2025-05-01 11:00:00,2025-05-01 11:05:00,5.0,19996.75,20068.5,19996.75,profit_target,287.0,574.0
YM,1,long,2025-05-01 11:00:00,2025-05-01 11:05:00,5.0,41011.0,41146.0,41011.0,profit_target,135.0,675.0
MNQ,4,long,2025-05-01 11:50:00,2025-05-01 11:55:00,5.0,19996.75,19976.75,19996.75,stop_loss,-80.0,-160.0
YM,1,long,2025-05-01 11:55:00,2025-05-01 12:00:00,5.0,41011.0,40986.0,41011.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-05-01 11:00:00,2025-05-01 16:55:00,355.0,19996.75,19801.0,19996.75,close_all_flatten,-783.0,-1566.0
YM,1,long,2025-05-01 11:00:00,2025-05-01 16:55:00,355.0,41011.0,40826.0,41011.0,close_all_flatten,-185.0,-925.0
MNQ,4,long,2025-05-01 11:50:00,2025-05-01 16:55:00,305.0,19996.75,19801.0,19996.75,close_all_flatten,-783.0,-1566.0
YM,1,long,2025-05-01 11:55:00,2025-05-01 16:55:00,300.0,41011.0,40826.0,41011.0,close_all_flatten,-185.0,-925.0
MGC,5,short,2025-05-01 12:00:00,2025-05-01 16:55:00,295.0,3227.3,3245.6,3227.3,close_all_flatten,-182.99999999999727,-914.9999999999864
MNQ,4,long,2025-05-02 11:00:00,2025-05-02 11:15:00,15.0,20120.25,20180.25,20120.25,profit_target,240.0,480.0
YM,1,short,2025-05-02 11:10:00,2025-05-02 11:15:00,5.0,41272.0,41297.0,41272.0,stop_loss,-25.0,-125.0
YM,1,short,2025-05-02 11:30:00,2025-05-02 11:35:00,5.0,41272.0,41297.0,41272.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-05-02 11:00:00,2025-05-02 16:55:00,355.0,20120.25,20202.5,20120.25,close_all_flatten,329.0,658.0
YM,1,short,2025-05-02 11:10:00,2025-05-02 16:55:00,345.0,41272.0,41443.0,41272.0,close_all_flatten,-171.0,-855.0
YM,1,short,2025-05-02 11:30:00,2025-05-02 16:55:00,325.0,41272.0,41443.0,41272.0,close_all_flatten,-171.0,-855.0
MGC,5,short,2025-05-02 12:00:00,2025-05-02 16:55:00,295.0,3245.1,3248.6,3245.1,close_all_flatten,-35.0,-175.0
YM,1,long,2025-05-05 11:00:00,2025-05-05 11:05:00,5.0,41227.0,41468.0,41227.0,profit_target,241.0,1205.0
MNQ,4,long,2025-05-05 11:00:00,2025-05-05 11:20:00,20.0,20061.75,20121.75,20061.75,profit_target,240.0,480.0
MNQ,4,long,2025-05-05 11:00:00,2025-05-05 16:55:00,355.0,20061.75,20038.25,20061.75,close_all_flatten,-94.0,-188.0
YM,1,long,2025-05-05 11:00:00,2025-05-05 16:55:00,355.0,41227.0,41324.0,41227.0,close_all_flatten,97.0,485.0
MGC,5,short,2025-05-05 12:00:00,2025-05-05 16:55:00,295.0,3321.1,3343.5,3321.1,close_all_flatten,-224.0000000000009,-1120.0000000000045
MNQ,4,long,2025-05-06 11:00:00,2025-05-06 11:05:00,5.0,19864.5,19925.75,19864.5,profit_target,245.0,490.0
YM,1,long,2025-05-06 11:00:00,2025-05-06 11:05:00,5.0,41082.0,41161.0,41082.0,profit_target,79.0,395.0
YM,1,long,2025-05-06 11:50:00,2025-05-06 12:10:00,20.0,41082.0,41157.0,41082.0,profit_target,75.0,375.0
MNQ,4,long,2025-05-06 11:00:00,2025-05-06 16:55:00,355.0,19864.5,19854.0,19864.5,close_all_flatten,-42.0,-84.0
YM,1,long,2025-05-06 11:00:00,2025-05-06 16:55:00,355.0,41082.0,40833.0,41082.0,close_all_flatten,-249.0,-1245.0
YM,1,long,2025-05-06 11:50:00,2025-05-06 16:55:00,305.0,41082.0,40833.0,41082.0,close_all_flatten,-249.0,-1245.0
MGC,5,long,2025-05-06 12:08:00,2025-05-06 16:55:00,287.0,3407.5,3440.7,3407.5,close_all_flatten,331.9999999999982,1659.999999999991
MNQ,4,long,2025-05-06 12:55:00,2025-05-06 16:55:00,240.0,19864.5,19854.0,19864.5,close_all_flatten,-42.0,-84.0
MNQ,4,short,2025-05-07 11:00:00,2025-05-07 11:10:00,10.0,19857.0,19797.0,19857.0,profit_target,240.0,480.0
YM,1,long,2025-05-07 11:10:00,2025-05-07 11:15:00,5.0,41115.0,41090.0,41115.0,stop_loss,-25.0,-125.0
YM,1,long,2025-05-07 11:25:00,2025-05-07 11:45:00,20.0,41115.0,41160.0,41115.0,stop_loss,45.0,225.0
MNQ,4,short,2025-05-07 11:55:00,2025-05-07 12:45:00,50.0,19857.0,19877.0,19857.0,stop_loss,-80.0,-160.0
MNQ,4,short,2025-05-07 11:00:00,2025-05-07 16:55:00,355.0,19857.0,19958.5,19857.0,close_all_flatten,-406.0,-812.0
YM,1,long,2025-05-07 11:10:00,2025-05-07 16:55:00,345.0,41115.0,41188.0,41115.0,close_all_flatten,73.0,365.0
