entry_ts,exit_ts,direction,pnl_ticks
2025-05-01 11:00:00 UTC,2025-05-01 11:05:00 UTC,long,287.0
2025-05-01 11:50:00 UTC,2025-05-01 11:55:00 UTC,long,-80.0
2025-05-02 11:00:00 UTC,2025-05-02 11:15:00 UTC,long,240.0
2025-05-05 11:00:00 UTC,2025-05-05 11:20:00 UTC,long,240.0
2025-05-06 11:00:00 UTC,2025-05-06 11:05:00 UTC,long,245.0
2025-05-06 12:55:00 UTC,2025-05-06 16:55:00 UTC,long,-42.0
2025-05-07 11:00:00 UTC,2025-05-07 11:10:00 UTC,short,240.0
2025-05-07 11:55:00 UTC,2025-05-07 12:45:00 UTC,short,-80.0
2025-05-08 11:00:00 UTC,2025-05-08 11:05:00 UTC,short,245.0
2025-05-08 11:20:00 UTC,2025-05-08 11:25:00 UTC,long,240.0
2025-05-09 11:00:00 UTC,2025-05-09 11:10:00 UTC,short,240.0
2025-05-12 12:40:00 UTC,2025-05-12 16:55:00 UTC,long,425.0
2025-05-13 11:00:00 UTC,2025-05-13 11:05:00 UTC,long,537.0
2025-05-14 12:30:00 UTC,2025-05-14 12:35:00 UTC,long,-80.0
2025-05-15 11:00:00 UTC,2025-05-15 11:15:00 UTC,long,240.0
2025-05-16 11:00:00 UTC,2025-05-16 11:15:00 UTC,short,-80.0
2025-05-16 11:25:00 UTC,2025-05-16 11:30:00 UTC,short,-80.0
2025-05-19 11:00:00 UTC,2025-05-19 11:35:00 UTC,long,240.0
2025-05-20 11:55:00 UTC,2025-05-20 12:05:00 UTC,long,-80.0
2025-05-20 12:30:00 UTC,2025-05-20 16:55:00 UTC,long,-112.0
2025-05-21 11:00:00 UTC,2025-05-21 11:05:00 UTC,long,262.0
2025-05-22 11:05:00 UTC,2025-05-22 11:10:00 UTC,long,-80.0
2025-05-22 11:20:00 UTC,2025-05-22 11:25:00 UTC,long,-80.0
2025-05-23 11:20:00 UTC,2025-05-23 11:55:00 UTC,long,-80.0
2025-05-23 12:05:00 UTC,2025-05-23 12:10:00 UTC,long,-80.0
2025-05-26 11:00:00 UTC,2025-05-26 11:05:00 UTC,short,240.0
2025-05-26 12:10:00 UTC,2025-05-26 12:59:00 UTC,short,-9.0
2025-05-27 11:00:00 UTC,2025-05-27 11:05:00 UTC,long,338.0
2025-05-28 11:00:00 UTC,2025-05-28 16:55:00 UTC,short,-157.0
2025-05-29 11:00:00 UTC,2025-05-29 11:05:00 UTC,short,-80.0
2025-05-29 11:15:00 UTC,2025-05-29 11:25:00 UTC,short,-80.0
2025-05-30 11:00:00 UTC,2025-05-30 11:15:00 UTC,long,-80.0
2025-05-30 11:25:00 UTC,2025-05-30 11:30:00 UTC,long,-80.0
2025-06-03 11:00:00 UTC,2025-06-03 11:05:00 UTC,long,265.0
2025-06-04 11:40:00 UTC,2025-06-04 11:45:00 UTC,short,-80.0
2025-06-04 12:05:00 UTC,2025-06-04 12:55:00 UTC,short,-80.0
2025-06-05 11:00:00 UTC,2025-06-05 11:10:00 UTC,long,240.0
2025-06-05 12:40:00 UTC,2025-06-05 12:45:00 UTC,long,-80.0
2025-06-06 11:05:00 UTC,2025-06-06 11:10:00 UTC,long,-80.0
2025-06-06 11:20:00 UTC,2025-06-06 11:25:00 UTC,short,-80.0
